요양기관명,총 의사 수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수
진치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
진치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
진치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
진치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
진치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
진플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
진플란트치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
진플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
진플란트치과의원,3,0,0,0,0,3,0,0,0,0,0,0,0,0
진플란티아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
진플러스치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
진해센텀치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
진해어린이치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
진해에이스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
진해웰치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
진해치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
진형치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
진희영치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
차&고치과교정과치과의원,3,0,0,0,0,3,0,0,0,0,0,0,0,0
차대식치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
차병철치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
차봉익치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
차부부치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
차상희치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
차성빈치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
차암조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
차앤박치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
차앤백구강악안면외과치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
차앤안치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
차앤정치과의원,3,0,0,0,0,3,0,0,0,0,0,0,0,0
차앤정치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
차오른치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
차오름치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
차오름치과의원,3,0,0,0,0,3,0,0,0,0,0,0,0,0
차재헌치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
차치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
차치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
차치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
차치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
차플란트치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
착한동네치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
착한미소치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
착한미소치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
착한이치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
착한치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
찬란한미소치과교정과 치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
찬스플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
찬스플란트치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
찬치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
찬치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참건강의료생협 인플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참고운미소치과교정과치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
참고운치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참고운치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참고운치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참고은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참고은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참다운치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참덴치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참미소치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
참미소치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참미소치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참미소치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참미소치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참바른약속치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참바른연합치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
참바른치과교정과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참부부치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
참부부치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참빛치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참사랑부부치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참사랑주치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참사랑치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
참사랑치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
참사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참서울치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참서울치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참예쁜e치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참이지치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참잘하는치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참잘하는치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은박치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은박치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은송치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은장치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참조은치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참조은치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참조은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참조은치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
참조은플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참좋아치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
참좋은 치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참좋은김치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참좋은리빙웰치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참좋은부부치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
참좋은치과의원,3,0,0,0,0,3,0,0,0,0,0,0,0,0
참좋은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참좋은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참좋은치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
참좋은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참좋은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참좋은치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
참좋은치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참좋은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참좋은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참좋은치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참좋은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참좋은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참좋은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참좋은치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
참좋은치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참좋은치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
참좋은치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참좋은치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참좋은플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참진디지털치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참진치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
참치과의원,4,0,0,0,0,2,0,0,2,0,0,0,0,0
참치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
참치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참편한치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참편한치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참플란트치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
참플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참한이치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
참행복한치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
창녕보스톤치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
창대치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
창덕치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
창동서울치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
창동탑치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
창선서울치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
창영치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
창원유앤미치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
창원진해미소가득치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
창원치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
창조치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
창평성심치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
채림치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
채상식 치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
채영석치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
채우미치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
채움치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
채움치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
채움치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
채움치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
채움치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
채움치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
채움치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
채움치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
채움치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
채움치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
채움치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
채윤필치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
채정희치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
채치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
채치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
채치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
채치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
채한승치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
처음가는소아치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
처음부터구강내과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
천곡치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
천곡치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
천년e치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
천년나무치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
천대진치과의원,0,0,0,0,0,0,0,0,0,0,0,0,0,0
천리바른마음치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
천명경치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
천승욱치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
천안더맑은치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
천안모아치과의원,3,0,0,0,0,2,0,0,1,0,0,0,0,0
천안바른치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
천안베스트덴치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
천안본치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
천안영플란트치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
천안예인치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
천안치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
천왕에이스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
천진호치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
천호연세치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
천호온사랑치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
천호우리치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
철도타워김현태치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
철산이편한치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
첨단노블치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
첨단리더스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
첨단베스트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
첨단사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
첨단예본치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
첨단윤치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
첨단최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
첨단치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
첨단튼튼치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
첨단퍼스트치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
첫마을치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
첫번째치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
첫사랑니치과의원,3,0,0,0,0,0,0,0,3,0,0,0,0,0
청계사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청구치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청구치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담 퍼스트치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청담e치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담닥터리치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담라인치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청담미소밝은치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청담미치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청담부부치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담뷰치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청담성모치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담세브란스치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청담수치과의원,4,0,0,0,0,0,0,0,4,0,0,0,0,0
청담수치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담아이(i)치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청담아이소아치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청담연세휴치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청담연치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담운치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담유펜치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담이라인치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담이사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담주앤치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청담클린치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청담플란트치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청담현치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청당 앤 미소치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청당연세치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청당왕치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청당탑치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청도선치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청도치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청라365클리어 치과의원,4,0,0,0,0,3,0,0,1,0,0,0,0,0
청라꾸러기치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
청라다온치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청라리더스치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청라미래치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청라아이비치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청라아트치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
청라오치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청라우림치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청라이플란트치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
청라치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
청라탑치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청라퍼스트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청량리연세제일치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청량리연세휴치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
청량리왕플란트치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
청사치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청산치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청산치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청산치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청솔치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청송치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청심플란트치과의원,5,0,0,0,0,2,0,0,3,0,0,0,0,0
청십자치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청십자치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청아연합치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
청아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청아치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
청아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청아치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
청아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청아치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청아치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
청아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청아한치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청양감동치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
청양부부치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청양치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청옥치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청원미(美)치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청원치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청주1등치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청주아미치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청주연치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청주올바른치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
청주용암치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청주웰치과의원,5,0,0,0,0,0,0,0,5,0,0,0,0,0
청주율량아성치과의원,3,0,0,0,0,2,0,0,1,0,0,0,0,0
청주쥬니어치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청주지웰유디치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청주치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청주퍼스트 치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
청춘88치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
청춘플란트치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
청치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
청치과의원,0,0,0,0,0,0,0,0,0,0,0,0,0,0
청치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
청치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
청치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청파치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청학신플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청학치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
청학치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청학치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
청학현대치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
체리스마일치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
초계치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
초곡송치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
초량치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
초록나무치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
초록치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
초림지세븐치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
초월치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
초읍예치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
초읍치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
초이스치과의원,3,0,0,0,0,3,0,0,0,0,0,0,0,0
초이스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
초이스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
초이스치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
초이스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
초이스플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
초지메이저치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
초지일관치과의원,3,0,0,0,0,0,0,0,3,0,0,0,0,0
최.박치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
최경근치과교정과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최경수치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최광식치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최귀현치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최규원치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최규형치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
